CustomId,Part Number,Colors,filename
541,3308,"['Black', 'Blue', 'Bright Light Yellow', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Pink', 'Lavender', 'Light Bluish Gray', 'Light Gray', 'Light Yellow', 'Magenta', 'Medium Lavender', 'Medium Nougat', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Green']",3308.dat
542,3315,"['Black', 'Light Gray', 'Red', 'Yellow']",3315.dat
543,3317,"['Black', 'Blue', 'Yellow']",3317.dat
544,3324,"['Black', 'Blue', 'Light Gray', 'Red', 'Yellow']",3324.dat
545,3324c01,"['Black', 'Blue', 'Light Gray', 'Red', 'Yellow']",3324c01.dat
546,33303,"['Black', 'Reddish Brown', 'White', 'Yellow']",33303.dat
547,4231,['Blue'],4231.dat
548,3334,"['Blue', 'Bright Green', 'Green', 'Light Green']",3334.dat
549,3358,"['Black', 'Red']",3358.dat
550,3359,"['Black', 'Red', 'White']",3359.dat
551,3403,"['Black', 'Blue', 'Light Bluish Gray', 'Light Gray', 'Red', 'White']",3403.dat
552,3404,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'White']",3404.dat
553,3433,"['Black', 'Blue', 'Red', 'Yellow']",3433.dat
554,3436,"['Red', 'Yellow']",3436.dat
555,3455,"['Black', 'Blue', 'Bright Pink', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3455.dat
556,3456,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Red', 'Reddish Brown', 'Tan', 'White']",3456.dat
557,3460,"['Aqua', 'Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Pink', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Lavender', 'Medium Nougat', 'Olive Green', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Green', 'Sky Blue', 'Tan', 'White', 'Yellow', 'Medium Blue', 'Nougat']",3460.dat
558,3461,"['Black', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow']",3461.dat
559,3462,"['Black', 'Blue', 'Red', 'White', 'Yellow']",3462.dat
560,3464,"['Dark Bluish Gray', 'Light Gray', 'Red', 'White', 'Trans-Clear']",3464.dat
561,3470,"['Green', 'Lime']",3470.dat
562,3471,['Green'],3471.dat
563,3474,"['Black', 'Light Gray', 'Red', 'White']",3474.dat
564,3475,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Green', 'Light Gray', 'Orange', 'Red', 'White', 'Yellow']",3475.dat
565,3479,"['Black', 'Blue', 'Light Gray', 'Red', 'White', 'Light Bluish Gray']",3479.dat
566,3480,"['Black', 'Light Gray', 'White']",3480.dat
567,3481,"['Black', 'Blue', 'Light Gray', 'Red', 'White', 'Yellow']",3481.dat
568,3482,"['Black', 'Dark Turquoise', 'Green', 'Light Gray', 'Red', 'Tan', 'White', 'Yellow', 'Light Bluish Gray']",3482.dat
569,3483,['Black'],3483.dat
570,3491,"['Black', 'Light Gray', 'Red']",3491.dat
571,3497,"['Green', 'Light Gray']",3497.dat
572,35,"['Red', 'White']",35.dat
573,3579,"['Blue', 'Red', 'White', 'Yellow']",3579.dat
574,3581,"['Black', 'Blue', 'Brown', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3581.dat
575,3582,"['Black', 'Blue', 'Green', 'Light Gray', 'Red', 'White', 'Yellow']",3582.dat
576,3585,"['Black', 'Blue', 'Dark Gray', 'Green', 'Light Gray', 'Red', 'White', 'Yellow']",3585.dat
577,3586,"['Black', 'Blue', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow']",3586.dat
578,3587,"['Black', 'Blue', 'Brown', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3587.dat
579,3596,"['Red', 'White']",3596.dat
580,3596p01,['White'],3596p01.dat
581,3597,"['Black', 'Light Gray', 'Red']",3597.dat
582,36,"['Black', 'Light Gray']",36.dat
583,3612,"['Black', 'Blue', 'Brown', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow', 'Trans-Neon Green', 'Trans-Neon Orange']",3612.dat
584,3613,"['Black', 'Blue', 'Light Gray', 'Red', 'White', 'Yellow']",3613.dat
585,3622,"['Aqua', 'Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Aqua', 'Light Bluish Gray', 'Light Brown', 'Light Gray', 'Light Nougat', 'Light Orange', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Dark Pink', 'Medium Lavender', 'Medium Nougat', 'Medium Orange', 'Nougat', 'Olive Green', 'Orange', 'Pink', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'Very Light Bluish Gray', 'White', 'Yellow', 'Yellowish Green', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Dark Pink', 'Trans-Yellow', 'Flat Silver', 'Pearl Light Gray', 'Dark Tan', 'Lavender', 'Medium Violet']",3622.dat
586,3622p02,['White'],3622p02.dat
587,3623,"['Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Light Green', 'Light Orange', 'Light Pink', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Orange', 'Olive Green', 'Orange', 'Pink', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'Very Light Bluish Gray', 'White', 'Yellow', 'Yellowish Green', 'Trans-Clear', 'Pearl Light Gray', 'Light Nougat', 'Trans-Medium Blue', 'Trans-Neon Green']",3623.dat
588,3624,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Medium Blue', 'Red', 'Reddish Brown', 'White']",3624.dat
589,3626a,"['Black', 'Red', 'White', 'Yellow', 'Trans-Clear']",3626a.dat
590,3626b,"['Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Lavender', 'Light Bluish Gray', 'Light Brown', 'Light Gray', 'Light Nougat', 'Lime', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Nougat', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Bright Green', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Green', 'Trans-Light Blue', 'Trans-Medium Blue', 'Trans-Neon Green', 'Trans-Neon Orange', 'Trans-Purple', 'Trans-Red', 'Trans-Yellow', 'Pearl Gold', 'Glow In Dark Trans', 'Glow In Dark White']",3626b.dat
591,3626bp01,"['Light Nougat', 'Reddish Brown', 'Yellow']",3626bp01.dat
592,3626bp02,['Yellow'],3626bp02.dat
593,3626bp03,['Yellow'],3626bp03.dat
594,3626bp04,['Yellow'],3626bp04.dat
595,3626bp05,['Yellow'],3626bp05.dat
596,3626bp63,['Black'],3626bp63.dat
597,3633,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Pink', 'Green', 'Lavender', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Pink', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Flat Dark Gold', 'Pearl Gold', 'Metallic Gold']",3633.dat
598,3634,['Black'],3634.dat
599,3639,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Gray', 'Red']",3639.dat
600,3640,"['Black', 'Blue', 'Dark Blue', 'Dark Bluish Gray', 'Light Gray', 'Lime', 'Red', 'White']",3640.dat
601,3641,['Black'],3641.dat
602,3644,"['Black', 'Blue', 'Bright Pink', 'Light Pink', 'Pink', 'Red', 'White', 'Yellow', 'Trans-Clear']",3644.dat
603,3647,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Purple', 'Red', 'Rust', 'Tan', 'White', 'Yellow']",3647.dat
604,3648,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Tan', 'White', 'Yellow']",3648.dat
605,3649,"['Black', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Blue']",3649.dat
606,3650a,"['Black', 'Light Bluish Gray', 'Light Gray', 'Dark Gray']",3650a.dat
607,3651,"['Light Bluish Gray', 'Light Gray']",3651.dat
608,3659,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Pink', 'Light Yellow', 'Lime', 'Medium Azure', 'Medium Blue', 'Medium Dark Pink', 'Orange', 'Pink', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3659.dat
609,3660,"['Black', 'Blue', 'Blue-Violet', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Metallic Silver']",3660.dat
610,3660p01,"['Blue', 'White']",3660p01.dat
611,3665,"['Black', 'Blue', 'Blue-Violet', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Blue', 'Light Bluish Gray', 'Light Gray', 'Light Nougat', 'Light Purple', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Neon Yellow', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Coral', 'Pink']",3665.dat
612,3666,"['Aqua', 'Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Light Orange', 'Light Pink', 'Light Purple', 'Light Yellow', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Medium Orange', 'Olive Green', 'Orange', 'Pink', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Yellowish Green', 'Trans-Orange', 'Trans-Yellow', 'Pearl Gold', 'Purple']",3666.dat
613,367,"['Blue', 'Light Gray', 'Red']",367.dat
614,3673,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Yellow', 'Flat Silver']",3673.dat
615,3675,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow']",3675.dat
616,3676,"['Black', 'Blue', 'Bright Green', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow']",3676.dat
617,3678a,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Dark Blue']",3678a.dat
618,3679,"['Light Bluish Gray', 'Light Gray', 'Black', 'Brown', 'Tan']",3679.dat
619,3680,"['Black', 'Blue', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Dark Bluish Gray']",3680.dat
620,3684,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Lavender', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Dark Green']",3684.dat
621,3684ap22,['White'],3684ap22.dat
622,3685,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Nougat', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear']",3685.dat
623,3688,"['Black', 'Blue', 'Blue-Violet', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Turquoise', 'Green', 'Light Gray', 'Red', 'Sand Blue', 'Sand Green', 'Tan', 'Yellow']",3688.dat
624,3700,"['Black', 'Blue', 'Bright Light Orange', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Red', 'Dark Turquoise', 'Earth Orange', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Bright Light Yellow']",3700.dat
625,3701,"['Black', 'Blue', 'Bright Light Blue', 'Bright Pink', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3701.dat
626,3702,"['Black', 'Blue', 'Dark Azure', 'Dark Blue', 'Dark Gray', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Tan', 'White', 'Yellow', 'Dark Bluish Gray']",3702.dat
627,3703,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Tan', 'White', 'Yellow']",3703.dat
628,3704,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Red']",3704.dat
629,3705,"['Black', 'Brown', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'White', 'Milky White', 'Dark Bluish Gray']",3705.dat
630,3706,"['Black', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Tan', 'White', 'Yellow', 'Milky White']",3706.dat
631,3707,"['Black', 'Brown', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Medium Azure', 'Red', 'White', 'Yellow', 'Milky White']",3707.dat
632,3708,"['Black', 'Green', 'Light Gray', 'Red', 'White', 'Milky White', 'Dark Bluish Gray', 'Light Bluish Gray', 'Orange', 'Glow In Dark Opaque']",3708.dat
633,3709a,"['Light Bluish Gray', 'Light Gray']",3709a.dat
634,3709b,"['Black', 'Blue', 'Bright Light Orange', 'Dark Bluish Gray', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Maersk Blue', 'Purple', 'Red', 'Sand Blue', 'White', 'Yellow', 'Trans-Clear']",3709b.dat
635,3710,"['Aqua', 'Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Blue-Violet', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Brown', 'Light Gray', 'Light Nougat', 'Light Purple', 'Light Yellow', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Medium Orange', 'Neon Yellow', 'Nougat', 'Olive Green', 'Orange', 'Pink', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Sky Blue', 'Tan', 'Very Light Bluish Gray', 'White', 'Yellow', 'Yellowish Green', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Orange', 'Flat Silver', 'Pearl Light Gray', 'Blue-Violet', 'Dark Nougat', 'Light Orange', 'Very Light Orange', 'Trans-Light Blue']",3710.dat
636,3711,"['Black', 'Light Bluish Gray', 'Red', 'Reddish Brown', 'Pearl Gold']",3711.dat
637,3713,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'White', 'Yellow', 'Flat Silver']",3713.dat
638,3730,"['Black', 'Blue', 'Brown', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Tan', 'White', 'Yellow']",3730.dat
639,3729,"['Black', 'Blue', 'Brown', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3729.dat
640,3736,"['Black', 'Light Bluish Gray', 'Light Gray', 'Orange', 'White']",3736.dat
641,3737,"['Black', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Trans-Red']",3737.dat
642,3738,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Dark Blue', 'Dark Bluish Gray', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Azure', 'Medium Nougat', 'Red', 'White', 'Yellow']",3738.dat
643,3739,"['Light Gray', 'White', 'Yellow']",3739.dat
644,374,"['Blue', 'Green', 'Light Gray']",374.dat
645,3740,['Black'],3740.dat
646,3741,"['Bright Green', 'Brown', 'Dark Brown', 'Green', 'Lavender', 'Lime', 'Olive Green', 'Reddish Brown']",3741.dat
647,3742,"['Blue', 'Bright Light Yellow', 'Bright Pink', 'Dark Pink', 'Light Pink', 'Light Purple', 'Light Yellow', 'Magenta', 'Medium Dark Pink', 'Pink', 'Red', 'White', 'Yellow', 'Tan']",3742.dat
648,3743,"['Black', 'Blue', 'Brown', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Tan', 'White', 'Yellow']",3743.dat
649,3747a,"['Black', 'Blue', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Turquoise', 'Maersk Blue', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow']",3747a.dat
650,3749,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Tan', 'White', 'Pearl Dark Gray']",3749.dat
651,374p01,['Green'],374p01.dat
652,3754,"['Black', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Light Yellow', 'Red', 'White', 'Yellow', 'Trans-Clear', 'Trans-Light Blue', 'Trans-Brown', 'Bright Light Yellow']",3754.dat
653,3754p01,['Blue'],3754p01.dat
654,3755,"['Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow', 'Dark Bluish Gray']",3755.dat
655,3761,"['Blue', 'Brown', 'Light Gray', 'Yellow']",3761.dat
656,3762,"['Trans-Clear', 'Trans-Yellow']",3762.dat
657,3787,"['Black', 'Blue', 'Green', 'Light Gray', 'Red', 'White', 'Yellow']",3787.dat
658,3788,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Orange', 'Red', 'Tan', 'White', 'Yellow']",3788.dat
659,3794,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Bright Light Yellow', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Aqua', 'Light Bluish Gray', 'Light Brown', 'Light Gray', 'Light Yellow', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Blue', 'Medium Nougat', 'Orange', 'Pink', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'Very Light Orange', 'White', 'Yellow', 'Trans-Clear', 'Trans-Light Blue', 'Flat Dark Gold', 'Pearl Gold', 'Pearl Light Gray', 'Metallic Gold']",3794.dat
660,3795,"['Aqua', 'Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Bright Pink', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Light Purple', 'Light Yellow', 'Lime', 'Maersk Blue', 'Magenta', 'Medium Azure', 'Medium Blue', 'Medium Lavender', 'Medium Nougat', 'Medium Orange', 'Neon Yellow', 'Orange', 'Pink', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Sand Red', 'Tan', 'White', 'Yellow', 'Yellowish Green', 'Trans-Red', 'Pearl Light Gray', 'Trans-Light Blue']",3795.dat
661,3811,"['Blue', 'Bright Green', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Magenta', 'Medium Green', 'Red', 'Reddish Brown', 'Tan', 'White', 'Lime']",3811.dat
662,3811p01,['Light Gray'],3811p01.dat
663,3821,"['Black', 'Blue', 'Bright Light Blue', 'Brown', 'Dark Bluish Gray', 'Dark Green', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Maersk Blue']",3821.dat
664,3822,"['Black', 'Blue', 'Bright Light Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Maersk Blue']",3822.dat
665,3823,"['Bright Light Blue', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Green', 'Trans-Light Blue', 'Trans-Medium Blue', 'Trans-Brown']",3823.dat
666,3829c01,"['Black', 'Blue', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow', 'Dark Bluish Gray']",3829c01.dat
667,3830,"['Black', 'Blue', 'Brown', 'Dark Azure', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Pink', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Violet', 'Medium Nougat', 'Purple', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3830.dat
668,3831,"['Black', 'Blue', 'Brown', 'Dark Azure', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Pink', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Violet', 'Medium Nougat', 'Purple', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",3831.dat
669,3832,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Bright Pink', 'Brown', 'Coral', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Yellow', 'Lime', 'Maersk Blue', 'Medium Blue', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Yellow', 'Light Brown', 'Trans-Light Bright Green']",3832.dat
670,3833,"['Black', 'Blue', 'Dark Blue', 'Maersk Blue', 'Neon Yellow', 'Orange', 'Red', 'White', 'Yellow']",3833.dat
671,3834,"['Black', 'Dark Bluish Gray', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Tan', 'White', 'Yellow', 'Metallic Gold', 'Metallic Silver', 'Chrome Silver']",3834.dat
672,3838,"['Black', 'Blue', 'Bright Light Yellow', 'Dark Orange', 'Dark Pink', 'Dark Purple', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Yellow', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Pearl Dark Gray']",3838.dat
673,3839,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Red', 'Sand Red', 'White', 'Yellow']",3839.dat
674,3840,"['Bright Light Yellow', 'Dark Blue', 'Green', 'Light Bluish Gray', 'Light Gray', 'Light Yellow', 'Orange', 'White', 'Yellow']",3840.dat
