CustomId,Part Number,Colors,filename
2316,41681,"['Blue', 'Dark Gray', 'Red', 'White', 'Pearl Light Gray', 'Pearl Sand Blue']",41681.dat
2317,3626bpab,['Yellow'],3626bpab.dat
2318,3626bpac,['Yellow'],3626bpac.dat
2319,30016,"['Bright Pink', 'Dark Pink', 'Magenta', 'Medium Orange', 'White']",30016.dat
2320,2814,['Yellow'],2814.dat
2321,32030,['Black'],32030.dat
2322,30294c01,"['Brown', 'Dark Bluish Gray', 'Dark Tan', 'Reddish Brown', 'White', 'Trans-Bright Green', 'Trans-Light Blue', 'Trans-Neon Orange', 'Trans-Orange', 'Speckle Black-Silver', 'Black']",30294c01.dat
2323,33172c01,"['Dark Brown', 'Orange', 'White']",33172c01.dat
2324,31000,"['Blue', 'Bright Green', 'Green', 'Red', 'Yellow']",31000.dat
2325,31001,"['Blue', 'Bright Green', 'Green', 'Red', 'Yellow']",31001.dat
2326,32498,"['Black', 'Light Bluish Gray', 'Light Gray']",32498.dat
2327,970c02,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Tan', 'Reddish Brown', 'Sand Green', 'Tan', 'White', 'Dark Brown', 'Light Bluish Gray']",970c02.dat
2328,44350,"['Black', 'Blue', 'Dark Bluish Gray', 'Lime', 'Red', 'White', 'Yellow', 'Pearl Dark Gray']",44350.dat
2329,44351,"['Black', 'Blue', 'Dark Bluish Gray', 'Lime', 'Red', 'White', 'Yellow', 'Pearl Dark Gray', 'Pearl Gold', 'Metallic Gold']",44351.dat
2330,44352,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Lime', 'Red', 'White', 'Yellow']",44352.dat
2331,44353,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Lime', 'Red', 'White', 'Yellow']",44353.dat
2332,4738a,"['Black', 'Brown', 'Dark Bluish Gray', 'Light Gray', 'Lime', 'Medium Lavender', 'Medium Nougat', 'Nougat', 'Reddish Brown', 'Tan', 'Trans-Clear', 'Trans-Dark Pink', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Gold', 'Metallic Gold']",4738a.dat
2333,4738b,"['Black', 'Brown', 'Light Gray', 'Reddish Brown', 'Tan', 'Trans-Clear']",4738b.dat
2334,4739a,"['Black', 'Brown', 'Dark Bluish Gray', 'Light Gray', 'Lime', 'Medium Lavender', 'Medium Nougat', 'Nougat', 'Reddish Brown', 'Trans-Clear', 'Trans-Dark Pink', 'Trans-Neon Orange', 'Pearl Gold', 'Metallic Gold', 'Tan']",4739a.dat
2335,4739b,"['Black', 'Brown', 'Light Gray', 'Medium Lavender', 'Medium Nougat', 'Reddish Brown', 'Trans-Neon Orange', 'Pearl Gold']",4739b.dat
2336,3298p04,['White'],3298p04.dat
2337,2586ph2,['Black'],2586ph2.dat
2338,43745,['Tan'],43745.dat
2339,973p3r,['White'],973p3r.dat
2340,973p3s,['White'],973p3s.dat
2341,43373,"['Dark Gray', 'Orange']",43373.dat
2342,272,['White'],272.dat
2343,3136,"['Black', 'Blue', 'Light Gray', 'Red']",3136.dat
2344,43722,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Medium Blue', 'Medium Nougat', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow']",43722.dat
2345,43723,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Brown', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Medium Blue', 'Medium Nougat', 'Nougat', 'Orange', 'Purple', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow', 'Bright Light Yellow']",43723.dat
2346,44375,"['Dark Purple', 'Light Bluish Gray']",44375.dat
2347,44728,"['Black', 'Blue', 'Blue-Violet', 'Bright Green', 'Bright Light Blue', 'Bright Light Orange', 'Bright Pink', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Lavender', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow', 'Trans-Neon Orange']",44728.dat
2348,3004px7,['Blue'],3004px7.dat
2349,42443,"['Dark Bluish Gray', 'Dark Gray']",42443.dat
2350,4429,"['Red', 'Trans-Dark Pink', 'Trans-Green', 'Trans-Light Blue', 'Trans-Red']",4429.dat
2351,30635,"['Black', 'Light Gray']",30635.dat
2352,6251,"['Black', 'Dark Brown', 'Medium Nougat', 'White']",6251.dat
2353,30296,"['Dark Bluish Gray', 'Dark Gray', 'Light Gray', 'White', 'Yellow']",30296.dat
2354,43363,['Black'],43363.dat
2355,4347,"['Black', 'Blue', 'Light Gray', 'Red', 'White', 'Yellow']",4347.dat
2356,30633,"['Trans-Dark Blue', 'Trans-Brown']",30633.dat
2357,905c01,['White'],905c01.dat
2358,43720,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Red', 'Sand Blue', 'Tan', 'White', 'Yellow']",43720.dat
2359,43721,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Red', 'Sand Blue', 'Tan', 'White', 'Yellow']",43721.dat
2360,3070bp08,"['White', 'Yellow']",3070bp08.dat
2361,3068ap17,['White'],3068ap17.dat
2362,71958c01,['Red'],71958c01.dat
2363,30516,"['Blue', 'Light Bluish Gray', 'Light Gray', 'Red', 'White']",30516.dat
2364,3429,"['Black', 'Light Gray', 'Yellow']",3429.dat
2365,3997,"['Orange', 'Red', 'Yellow']",3997.dat
2366,42511,"['Black', 'Blue', 'Bright Pink', 'Dark Purple', 'Light Gray', 'Lime', 'Orange', 'Red', 'Yellow']",42511.dat
2367,44374,"['Light Bluish Gray', 'Pearl Light Gray']",44374.dat
2368,2358p03,['Green'],2358p03.dat
2369,3228c,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Pearl Dark Gray']",3228c.dat
2370,3846p46,['Light Gray'],3846p46.dat
2371,4081,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Tan', 'Yellow', 'Magenta', 'White']",4081.dat
2372,6361,"['Trans-Clear', 'Trans-Brown']",6361.dat
2373,30389b,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow']",30389b.dat
2374,42013,"['Pearl Light Gray', 'Pearl Very Light Gray']",42013.dat
2375,41896,"['Black', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Lime', 'White', 'Yellow', 'Pearl Gold']",41896.dat
2376,41679,"['Dark Gray', 'White', 'Pearl Sand Blue']",41679.dat
2377,41680,"['Black', 'Light Gray']",41680.dat
2378,32496,['Black'],32496.dat
2379,41895,['Black'],41895.dat
2380,41894,['Black'],41894.dat
2381,41894c01,['Black'],41894c01.dat
2382,766c01,"['Blue', 'Light Gray', 'Red', 'Yellow', 'Black']",766c01.dat
2383,2775c01,['Light Gray'],2775c01.dat
2384,765c01,['Light Gray'],765c01.dat
2385,30378ps2,['Tan'],30378ps2.dat
2386,30375ps2,"['Blue', 'Dark Red']",30375ps2.dat
2387,973p6c,['White'],973p6c.dat
2388,973p6b,['White'],973p6b.dat
2389,973p6d,['White'],973p6d.dat
2390,973p6e,['White'],973p6e.dat
2391,3297p04,['White'],3297p04.dat
2392,791,"['Blue', 'Green', 'Light Gray']",791.dat
2393,41897,['Black'],41897.dat
2394,45301,"['Black', 'Blue', 'Bright Light Orange', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Red', 'Light Bluish Gray', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'White', 'Yellow', 'Dark Blue']",45301.dat
2395,43712,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Green', 'Light Bluish Gray', 'Lime', 'Medium Blue', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow', 'Pearl Gold']",43712.dat
2396,43898,"['Black', 'Blue', 'Brown', 'Coral', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Dark Turquoise', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Light Blue', 'Trans-Orange', 'Trans-Purple', 'Trans-Red', 'Chrome Silver', 'Flat Silver', 'Satin Trans-Dark Blue', 'Satin Trans-Light Blue', 'Metallic Gold', 'Metallic Silver', 'Bright Light Orange', 'Dark Green']",43898.dat
2397,44359,"['Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Reddish Brown', 'White', 'Trans-Clear', 'Glow In Dark Trans']",44359.dat
2398,44358,"['Dark Blue', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Reddish Brown', 'Tan']",44358.dat
2399,43710,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Pearl Gold']",43710.dat
2400,43711,"['Black', 'Blue', 'Bright Light Blue', 'Bright Light Orange', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Green', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Pearl Gold']",43711.dat
2401,43888,"['Bright Light Yellow', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Orange', 'Dark Purple', 'Dark Turquoise', 'Lavender', 'Light Bluish Gray', 'Medium Nougat', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Yellowish Green', 'Flat Dark Gold', 'Pearl Gold', 'Medium Azure', 'Black']",43888.dat
2402,30276,['Yellow'],30276.dat
2403,43887,"['Black', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'White', 'Yellow', 'Chrome Silver', 'Flat Silver', 'Pearl Dark Gray', 'Pearl Light Gray', 'Pearl Very Light Gray']",43887.dat
2404,43898px1,['White'],43898px1.dat
2405,43374,['White'],43374.dat
2406,40244,"['Black', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Red', 'Tan', 'Light Bluish Gray', 'Light Gray']",40244.dat
2407,44511,"['Magenta', 'White']",44511.dat
2408,44567,"['Black', 'Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Orange', 'Reddish Brown', 'Tan', 'White', 'Yellow']",44567.dat
2409,43857,"['Black', 'Blue', 'Bright Green', 'Brown', 'Dark Azure', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'White', 'Yellow', 'Pearl Dark Gray']",43857.dat
2410,43892,"['Black', 'Dark Blue', 'Dark Brown', 'Dark Gray', 'Dark Orange', 'Dark Pink', 'Earth Orange', 'Lavender', 'Light Gray', 'Lime', 'Medium Orange', 'Olive Green', 'Tan', 'White', 'Pearl Gold', 'Reddish Brown']",43892.dat
2411,44294,"['Black', 'Bright Light Orange', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Yellow', 'Blue', 'White']",44294.dat
2412,45522,"['Dark Gray', 'Dark Purple', 'Red', 'Tan', 'Violet']",45522.dat
2413,41671,"['Black', 'Bright Light Orange', 'Dark Blue', 'Red', 'Trans-Clear', 'Trans-Green', 'Pearl Dark Gray', 'Pearl Light Gray', 'Brown']",41671.dat
2414,43891,"['Dark Gray', 'Light Gray']",43891.dat
2415,6515,['Red'],6515.dat
2416,6524,['Yellow'],6524.dat
2417,6525,['Yellow'],6525.dat
2418,42003,"['Black', 'Bright Green', 'Bright Light Orange', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Turquoise', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Orange', 'Red', 'White', 'Yellow', 'Pearl Light Gray']",42003.dat
2419,44292,"['Light Bluish Gray', 'Light Gray', 'Metallic Silver']",44292.dat
2420,44308,['Black'],44308.dat
2421,3069bps5,['White'],3069bps5.dat
2422,42610,"['Black', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray']",42610.dat
2423,3069bps4,['White'],3069bps4.dat
2424,43751,"['Black', 'Dark Orange', 'Light Bluish Gray', 'Tan']",43751.dat
2425,2044,['Yellow'],2044.dat
2426,2045,['Red'],2045.dat
2427,3070bps1,['Light Gray'],3070bps1.dat
2428,42608,"['Black', 'Light Bluish Gray', 'Light Gray']",42608.dat
2429,44675,"['Black', 'Dark Blue', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Metallic Silver', 'Orange']",44675.dat
2430,30027b,"['Black', 'Bright Green', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",30027b.dat
2431,31465,"['Blue', 'Dark Bluish Gray', 'Dark Orange', 'Light Bluish Gray', 'Medium Blue', 'Red', 'Yellow']",31465.dat
2432,44676,"['Black', 'Blue', 'Bright Light Orange', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Green', 'Light Bluish Gray', 'Medium Azure', 'Orange', 'Red', 'Sand Blue', 'Sand Green', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Light Blue']",44676.dat
2433,43719,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Red', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Medium Azure', 'Medium Blue', 'Orange', 'Red', 'Sand Green', 'White', 'Yellow', 'Trans-Clear', 'Trans-Green', 'Trans-Neon Green', 'Trans-Neon Orange']",43719.dat
2434,44302,"['Black', 'Blue', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",44302.dat
2435,44301,"['Black', 'Blue', 'Brown', 'Dark Bluish Gray', 'Dark Gray', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow']",44301.dat
2436,44224,"['Black', 'Dark Bluish Gray', 'White']",44224.dat
2437,44225,"['Black', 'Light Bluish Gray', 'Light Gray', 'Olive Green', 'White']",44225.dat
2438,4697b,"['Black', 'Light Bluish Gray', 'Light Gray', 'Reddish Brown', 'White', 'Pearl Gold']",4697b.dat
2439,6160c01,"['Black', 'Light Gray', 'White']",6160c01.dat
2440,6160c02,"['Black', 'Blue', 'Red', 'White']",6160c02.dat
2441,6160c03,"['Black', 'Blue', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'White']",6160c03.dat
2442,6160c04,['Black'],6160c04.dat
2443,30187c02,"['Black', 'White', 'Yellow']",30187c02.dat
2444,30187c03,['White'],30187c03.dat
2445,2042c01,['Yellow'],2042c01.dat
2446,40340,['Black'],40340.dat
2447,787c01,"['Blue', 'Red', 'Yellow']",787c01.dat
2448,787c02,"['Blue', 'Green', 'Red', 'Yellow']",787c02.dat
2449,787c04,"['Red', 'Yellow']",787c04.dat
2450,787c03,"['Blue', 'Red', 'Yellow']",787c03.dat
2451,40666,"['Black', 'Blue', 'Bright Green', 'Bright Light Orange', 'Bright Light Yellow', 'Coral', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Orange', 'Dark Salmon', 'Dark Turquoise', 'Green', 'Lavender', 'Light Aqua', 'Light Blue', 'Light Bluish Gray', 'Light Yellow', 'Lime', 'Medium Azure', 'Medium Blue', 'Medium Green', 'Medium Lime', 'Medium Nougat', 'Medium Orange', 'Neon Yellow', 'Orange', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Bright Light Blue', 'Lilac']",40666.dat
2452,4823c02,['Blue'],4823c02.dat
2453,787c05,['Blue'],787c05.dat
2454,2048,['Red'],2048.dat
2455,4779,['Yellow'],4779.dat
2456,973c01,"['Black', 'Blue', 'Dark Pink', 'Green', 'Red', 'Sand Blue', 'White', 'Yellow']",973c01.dat
2457,30340,"['Black', 'Dark Bluish Gray', 'Green', 'Medium Azure', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Pearl Gold']",30340.dat
2458,57467,"['Chrome Silver', 'Flat Silver']",57467.dat
2459,44658,"['Dark Bluish Gray', 'Chrome Silver', 'Pearl Gold', 'Glow In Dark Opaque']",44658.dat
2460,5,['Red'],5.dat
2461,22921,['Light Gray'],22921.dat
2462,31002,"['Blue', 'Green', 'Red', 'Yellow']",31002.dat
2463,31012,"['Red', 'Yellow']",31012.dat
2464,31007,"['Blue', 'Green']",31007.dat
2465,6540a,"['Light Gray', 'White']",6540a.dat
2466,30648,['Black'],30648.dat
2467,6490,"['Black', 'Blue', 'Bright Green', 'Bright Light Blue', 'Bright Light Yellow', 'Bright Pink', 'Dark Bluish Gray', 'Dark Gray', 'Dark Tan', 'Green', 'Light Lime', 'Light Orange', 'Lime', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Light Bluish Gray']",6490.dat
2468,41978,"['Bright Pink', 'Dark Bluish Gray', 'Red', 'White']",41978.dat
2469,32246,"['Black', 'Green', 'Red', 'Yellow']",32246.dat
2470,32242,"['Black', 'Green', 'Red', 'Yellow']",32242.dat
2471,46296,"['Trans-Aqua', 'Trans-Clear', 'Trans-Dark Pink', 'Trans-Light Blue', 'Trans-Light Green', 'Trans-Light Orange', 'Trans-Medium Purple', 'Trans-Neon Green', 'Trans-Neon Yellow', 'Trans-Orange', 'Trans-Pink', 'Trans-Red', 'Trans-Light Purple', 'Trans-Medium Blue']",46296.dat
2472,45481,"['Trans-Dark Pink', 'Trans-Light Blue', 'Trans-Light Purple', 'Trans-Medium Blue', 'Trans-Neon Yellow', 'Trans-Pink', 'Trans-Light Green', 'Trans-Light Orange']",45481.dat
2473,4894,"['Fabuland Lime', 'Medium Blue', 'Pink', 'Flat Silver', 'Pearl Gold', 'Pearl Light Gray']",4894.dat
2474,3112,['Yellow'],3112.dat
2475,2706,['Black'],2706.dat
2476,31213,"['Bright Light Orange', 'Green', 'Lime', 'Medium Blue', 'Red', 'Yellow']",31213.dat
2477,30187c04,['Blue'],30187c04.dat
2478,43713,"['Black', 'Blue', 'Bright Light Orange', 'Brown', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Green', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Aqua', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Magenta', 'Medium Azure', 'Orange', 'Red', 'Reddish Brown', 'Sand Green', 'White', 'Yellow']",43713.dat
2479,40001,"['Black', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray']",40001.dat
2480,3183b,"['Blue', 'Light Bluish Gray', 'Light Gray', 'Red', 'White', 'Yellow']",3183b.dat
2481,3183a,"['Blue', 'Light Bluish Gray', 'Red', 'White', 'Yellow']",3183a.dat
2482,3183c,"['Blue', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Red', 'Tan', 'White', 'Yellow']",3183c.dat
2483,30109,"['Blue', 'Bright Light Orange', 'Dark Pink', 'Medium Blue', 'Pink', 'Yellow']",30109.dat
2484,44126,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Light Bluish Gray', 'Lime', 'Orange', 'Red', 'Sand Blue', 'White', 'Yellow', 'Metallic Silver']",44126.dat
2485,44661,"['Black', 'Blue', 'Dark Blue', 'Dark Bluish Gray', 'Dark Purple', 'Dark Turquoise', 'Orange', 'Red', 'Sand Blue', 'White', 'Yellow', 'Trans-Clear']",44661.dat
2486,33011a,"['Light Violet', 'Medium Blue', 'Orange', 'Red', 'Yellow']",33011a.dat
2487,33011b,"['Light Violet', 'Medium Blue', 'Orange', 'Yellow', 'Red']",33011b.dat
2488,33011c,"['Light Violet', 'Medium Blue', 'Orange', 'Red', 'Yellow']",33011c.dat
2489,6446,"['Brown', 'Dark Orange', 'Orange', 'Red']",6446.dat
2490,48183,"['Black', 'Blue', 'Bright Light Orange', 'Bright Light Yellow', 'Brown', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Dark Green', 'Dark Orange', 'Dark Purple', 'Dark Red', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Neon Yellow', 'Pink', 'Red', 'Reddish Brown', 'Sand Blue', 'Sand Red', 'Tan', 'White', 'Yellow', 'Yellowish Green']",48183.dat
2491,6197,"['Dark Pink', 'Light Violet', 'Lime', 'Medium Blue', 'Pink', 'Sand Blue', 'White', 'Yellow']",6197.dat
2492,74587,"['Bright Green', 'Green', 'Light Bluish Gray']",74587.dat
2493,4809,"['Bright Green', 'Light Yellow', 'Yellow']",4809.dat
2494,2362b,"['Black', 'Bright Green', 'Brown', 'Dark Blue', 'Dark Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Dark Pink', 'Trans-Light Blue', 'Trans-Brown', 'Dark Bluish Gray']",2362b.dat
2495,4794b,"['Black', 'Brown', 'Dark Green', 'Medium Lime', 'Medium Orange', 'Reddish Brown', 'White']",4794b.dat
2496,4613,"['Blue', 'Red']",4613.dat
2497,3855a,"['Trans-Clear', 'Trans-Yellow']",3855a.dat
2498,41890,"['Pearl Dark Gray', 'Pearl Sand Blue']",41890.dat
2499,42687,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Pearl Dark Gray', 'Pearl Sand Blue']",42687.dat
2500,41889,"['Pearl Dark Gray', 'Pearl Sand Blue']",41889.dat
2501,6014b,"['Black', 'Blue', 'Coral', 'Dark Bluish Gray', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Medium Blue', 'Orange', 'Red', 'White', 'Yellow', 'Pearl Gold']",6014b.dat
2502,60791,"['Brown', 'White']",60791.dat
2503,973p8a,['Black'],973p8a.dat
2504,3003pe2,"['Red', 'White', 'Yellow']",3003pe2.dat
2505,4197,"['Blue', 'Green', 'Red', 'Yellow']",4197.dat
2506,31074,['Green'],31074.dat
2507,44309,['Black'],44309.dat
2508,6181,['Blue'],6181.dat
2509,30185c01,"['Black', 'Dark Gray']",30185c01.dat
2510,30185c02,['Yellow'],30185c02.dat
2511,30185c03,['Black'],30185c03.dat
2512,30185c04,['Dark Pink'],30185c04.dat
2513,30185c05,['Black'],30185c05.dat
2514,43702,"['Blue', 'Orange', 'Red']",43702.dat
2515,4253,"['Blue', 'Red', 'Yellow']",4253.dat
2516,44135,"['Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray']",44135.dat
2517,44136,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray']",44136.dat
2518,45677,"['Black', 'Blue', 'Bright Light Orange', 'Bright Pink', 'Dark Azure', 'Dark Blue', 'Dark Bluish Gray', 'Dark Brown', 'Dark Gray', 'Dark Purple', 'Dark Red', 'Dark Tan', 'Dark Turquoise', 'Green', 'Light Bluish Gray', 'Lime', 'Medium Blue', 'Olive Green', 'Orange', 'Red', 'Reddish Brown', 'Sand Blue', 'Tan', 'White', 'Yellow']",45677.dat
2519,4864b,"['Black', 'Blue', 'Brown', 'Green', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'Reddish Brown', 'Tan', 'White', 'Yellow', 'Trans-Bright Green', 'Trans-Clear', 'Trans-Dark Blue', 'Trans-Light Blue', 'Trans-Brown', 'Very Light Bluish Gray']",4864b.dat
2520,30216,['Dark Pink'],30216.dat
2521,33029,"['Light Salmon', 'Light Violet']",33029.dat
2522,43899,"['Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray', 'Medium Blue', 'Flat Silver', 'Pearl Gold']",43899.dat
2523,44570,"['Black', 'Blue', 'Bright Green', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Reddish Brown', 'White', 'Yellow', 'Trans-Brown']",44570.dat
2524,44568,"['Blue', 'Dark Red', 'Light Bluish Gray', 'Light Gray', 'Red', 'White']",44568.dat
2525,44822,"['Black', 'Dark Bluish Gray', 'Light Bluish Gray', 'Light Gray', 'Lime', 'Red', 'White']",44822.dat
2526,263,['Black'],263.dat
2527,425p02,['Light Gray'],425p02.dat
2528,30359b,"['Black', 'Dark Blue', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Reddish Brown', 'Sand Blue', 'Sand Red', 'Tan', 'White', 'Yellow', 'Trans-Clear', 'Trans-Neon Orange', 'Trans-Orange']",30359b.dat
2529,44848,['Black'],44848.dat
2530,45590,['Black'],45590.dat
2531,44790,"['Black', 'Blue', 'Orange', 'Red', 'White']",44790.dat
2532,6478,"['Blue', 'Bright Light Blue', 'Dark Pink', 'Green', 'Magenta', 'Medium Green', 'Medium Lavender', 'Red', 'Yellow']",6478.dat
2533,41969,"['Black', 'Blue', 'Dark Gray']",41969.dat
2534,43898px2,['Dark Gray'],43898px2.dat
2535,47224c01,"['Yellow', 'Trans-Light Blue', 'Trans-Clear']",47224c01.dat
2536,3070a,"['Black', 'Blue', 'Light Gray', 'Lime', 'Orange', 'Red', 'White', 'Yellow', 'Trans-Green', 'Trans-Light Blue', 'Trans-Red', 'Tan']",3070a.dat
2537,2980c01,['Yellow'],2980c01.dat
2538,43121,"['Black', 'Dark Purple', 'Light Bluish Gray', 'Light Gray', 'Orange', 'Red', 'Reddish Brown', 'White']",43121.dat
2539,3650b,"['Black', 'Dark Bluish Gray', 'Dark Gray', 'Light Bluish Gray', 'Light Gray']",3650b.dat
2540,45274,"['Flat Dark Gold', 'Flat Silver', 'Pearl Gold', 'Pearl Light Gray']",45274.dat
2541,44938,"['Dark Orange', 'Flat Silver', 'Pearl Light Gray']",44938.dat
